msmarco_passage_20_838723280	p0
msmarco_passage_18_10540207	p822
msmarco_passage_67_154100639	p823
msmarco_passage_18_80074062	p824
msmarco_passage_58_749588250	p825
msmarco_passage_49_201042280	p826
msmarco_passage_43_417915685	p827
msmarco_passage_29_342856491	p828
msmarco_passage_15_318394700	p829
msmarco_passage_08_853634209	p830
msmarco_passage_53_704417214	p831
msmarco_passage_09_168284362	p832
msmarco_passage_30_83838620	p833
msmarco_passage_63_492234796	p834
msmarco_passage_45_682909794	p835
msmarco_passage_59_611799968	p836
msmarco_passage_05_789196075	p837
msmarco_passage_14_218929376	p838
msmarco_passage_39_813669056	p839
msmarco_passage_54_277538644	p840
msmarco_passage_18_768052848	p841
msmarco_passage_18_238734871	p842
msmarco_passage_01_590253268	p843
msmarco_passage_61_629700542	p844
msmarco_passage_09_467531029	p845
msmarco_passage_04_156393899	p846
msmarco_passage_09_464679663	p847
msmarco_passage_01_457586072	p848
msmarco_passage_26_546196632	p849
msmarco_passage_06_777490931	p850
msmarco_passage_67_347145937	p851
msmarco_passage_17_542380802	p852
msmarco_passage_12_756752528	p853
msmarco_passage_08_481583524	p854
msmarco_passage_17_640310892	p855
msmarco_passage_30_267377844	p856
msmarco_passage_37_335319446	p857
msmarco_passage_35_230689197	p858
msmarco_passage_58_738135137	p859
msmarco_passage_39_701140684	p860
msmarco_passage_58_249996325	p861
msmarco_passage_69_152938963	p862
msmarco_passage_27_543354920	p863
msmarco_passage_63_446400865	p864
msmarco_passage_62_584631295	p865
msmarco_passage_12_491545683	p866
msmarco_passage_68_180052648	p867
msmarco_passage_38_266566915	p868
msmarco_passage_56_411685254	p869
msmarco_passage_27_752311157	p870
msmarco_passage_53_205240779	p871
msmarco_passage_44_647092189	p872
msmarco_passage_65_665146113	p873
msmarco_passage_00_512113839	p874
msmarco_passage_11_502910909	p875
msmarco_passage_17_777333886	p876
msmarco_passage_38_688884744	p877
msmarco_passage_56_508744285	p878
msmarco_passage_05_608418189	p879
msmarco_passage_30_512397671	p880
msmarco_passage_67_264454025	p881
msmarco_passage_02_480247459	p882
msmarco_passage_20_184684494	p883
msmarco_passage_42_678327690	p884
msmarco_passage_63_732495438	p885
msmarco_passage_66_174743584	p886
msmarco_passage_09_73897094	p887
msmarco_passage_46_431240484	p888
msmarco_passage_42_111738727	p889
msmarco_passage_30_350123477	p890
msmarco_passage_45_575829991	p891
msmarco_passage_32_607001869	p892
msmarco_passage_10_777468997	p893
msmarco_passage_33_574559555	p894
msmarco_passage_48_425931853	p895
msmarco_passage_08_359175047	p896
msmarco_passage_17_430712938	p897
msmarco_passage_18_186651145	p898
msmarco_passage_00_796499824	p899
msmarco_passage_61_366142154	p900
msmarco_passage_65_500200372	p901
msmarco_passage_09_742783141	p902
msmarco_passage_32_563548866	p903
msmarco_passage_06_550171380	p904
msmarco_passage_62_547627387	p905
msmarco_passage_60_769579424	p906
msmarco_passage_40_162885508	p907
msmarco_passage_32_150322315	p908
msmarco_passage_04_860571592	p909
msmarco_passage_52_792332084	p910
msmarco_passage_65_831234009	p911
msmarco_passage_22_334363019	p912
msmarco_passage_01_864286856	p913
msmarco_passage_66_336039252	p914
msmarco_passage_45_497757769	p915
msmarco_passage_67_72388122	p916
msmarco_passage_42_428038964	p917
msmarco_passage_20_560720255	p918
msmarco_passage_31_143244689	p919
msmarco_passage_30_513998835	p920
msmarco_passage_54_292368849	p921
msmarco_passage_12_756903244	p922
msmarco_passage_53_667713642	p923
msmarco_passage_56_496145651	p924
msmarco_passage_50_223910986	p925
msmarco_passage_66_591792892	p926
msmarco_passage_08_570473538	p927
msmarco_passage_07_78176754	p928
msmarco_passage_06_755136309	p929
msmarco_passage_14_396352471	p930
msmarco_passage_31_592979220	p931
msmarco_passage_05_333122225	p932
msmarco_passage_07_118812459	p933
msmarco_passage_12_65938274	p934
msmarco_passage_49_138398393	p935
msmarco_passage_58_590711488	p936
msmarco_passage_22_287892323	p937
msmarco_passage_28_693678108	p938
msmarco_passage_66_494688803	p939
msmarco_passage_54_268298744	p940
msmarco_passage_07_277889826	p941
msmarco_passage_11_647442954	p942
msmarco_passage_03_224744356	p943
msmarco_passage_44_477306251	p944
msmarco_passage_35_767136344	p945
msmarco_passage_60_10120787	p946
msmarco_passage_38_802851653	p947
msmarco_passage_17_319362003	p948
msmarco_passage_02_322972882	p949
msmarco_passage_20_165635712	p950
msmarco_passage_66_589387102	p951
msmarco_passage_67_577873723	p952
msmarco_passage_30_305795984	p953
msmarco_passage_64_358203607	p954
msmarco_passage_59_583121589	p955
msmarco_passage_07_79109230	p956
msmarco_passage_17_640327054	p957
msmarco_passage_18_418391750	p958
msmarco_passage_47_598456878	p959
msmarco_passage_23_787276748	p960
msmarco_passage_43_712934261	p961
msmarco_passage_56_452394951	p962
msmarco_passage_64_272433842	p963
msmarco_passage_26_179213873	p964
msmarco_passage_42_178929253	p965
msmarco_passage_30_482751622	p966
msmarco_passage_28_606521132	p967
msmarco_passage_44_237097045	p968
msmarco_passage_00_111299598	p969
msmarco_passage_42_90141694	p970
msmarco_passage_66_293596330	p971
msmarco_passage_32_774606474	p972
msmarco_passage_58_738167453	p973
msmarco_passage_41_118054486	p974
msmarco_passage_22_615403292	p975
msmarco_passage_04_382125596	p976
msmarco_passage_10_777445796	p977
msmarco_passage_42_208522651	p978
msmarco_passage_37_263651937	p979
msmarco_passage_38_688882021	p980
msmarco_passage_40_761177107	p981
msmarco_passage_10_167146359	p982
msmarco_passage_01_135504333	p983
msmarco_passage_14_715677093	p984
msmarco_passage_34_557974805	p985
msmarco_passage_42_92532427	p986
msmarco_passage_03_509091230	p987
msmarco_passage_02_231748406	p988
msmarco_passage_11_177781253	p989
msmarco_passage_53_400242102	p990
msmarco_passage_12_187392229	p991
msmarco_passage_33_175616814	p992
msmarco_passage_56_844673452	p993
msmarco_passage_39_666706845	p994
msmarco_passage_36_163541027	p995
msmarco_passage_03_95631964	p996
msmarco_passage_67_239310836	p997
msmarco_passage_01_366790232	p998
msmarco_passage_26_846977716	p999
msmarco_passage_52_783461337	p1000
msmarco_passage_19_140892408	p1001
msmarco_passage_53_261419901	p1002
msmarco_passage_65_373539241	p1003
msmarco_passage_43_268599008	p1004
msmarco_passage_17_778218858	p1005
msmarco_passage_09_793556160	p1006
msmarco_passage_35_828322226	p1007
msmarco_passage_45_742035917	p1008
msmarco_passage_04_603170903	p1009
msmarco_passage_64_735805790	p1010
msmarco_passage_64_321639311	p1011
msmarco_passage_21_129084393	p1012
msmarco_passage_67_104046873	p1013
msmarco_passage_52_141285602	p1014
msmarco_passage_24_765804598	p1015
msmarco_passage_58_124580004	p1016
msmarco_passage_26_439720347	p1017
msmarco_passage_54_246891292	p1018
msmarco_passage_50_31280906	p1019
msmarco_passage_67_578866682	p1020
msmarco_passage_20_677031521	p1021
msmarco_passage_09_342655534	p1022
msmarco_passage_30_545588464	p1023
msmarco_passage_37_265213761	p1024
msmarco_passage_54_277839246	p1025
msmarco_passage_50_170465127	p1026
msmarco_passage_37_669835969	p1027
msmarco_passage_08_601246202	p1028
msmarco_passage_06_1249180	p1029
msmarco_passage_16_719300760	p1030
msmarco_passage_24_787464544	p1031
msmarco_passage_45_398090195	p1032
msmarco_passage_16_373338222	p1033
msmarco_passage_40_717198490	p1034
msmarco_passage_19_131177773	p1035
msmarco_passage_18_407560272	p1036
msmarco_passage_29_763208387	p1037
msmarco_passage_05_228367945	p1038
msmarco_passage_17_764575907	p1039
msmarco_passage_20_838714941	p1040
msmarco_passage_53_482797316	p1041
msmarco_passage_60_727067270	p1042
msmarco_passage_68_138415148	p1043
msmarco_passage_53_380368090	p1044
msmarco_passage_62_813974973	p1045
msmarco_passage_06_66151041	p1046
msmarco_passage_15_150510116	p1047
msmarco_passage_40_761174846	p1048
msmarco_passage_45_755321333	p1049
msmarco_passage_14_53038318	p1050
msmarco_passage_42_157247468	p1051
msmarco_passage_63_490154019	p1052
msmarco_passage_24_778437467	p1053
msmarco_passage_21_235665531	p1054
msmarco_passage_41_751305053	p1055
msmarco_passage_27_662552107	p1056
msmarco_passage_32_644325977	p1057
msmarco_passage_43_212440612	p1058
msmarco_passage_48_422378337	p1059
msmarco_passage_16_847021945	p1060
msmarco_passage_45_682684992	p1061
msmarco_passage_00_769733110	p1062
msmarco_passage_42_126131003	p1063
msmarco_passage_01_864289353	p1064
msmarco_passage_43_417907105	p1065
msmarco_passage_36_185050137	p1066
msmarco_passage_32_174680254	p1067
msmarco_passage_24_302714480	p1068
msmarco_passage_63_184955503	p1069
msmarco_passage_03_511705883	p1070
msmarco_passage_65_78396521	p1071
msmarco_passage_16_799723761	p1072
msmarco_passage_59_487250597	p1073
msmarco_passage_36_23811174	p1074
msmarco_passage_52_199234791	p1075
msmarco_passage_46_191259830	p1076
msmarco_passage_17_522980509	p1077
msmarco_passage_45_575764486	p1078
msmarco_passage_30_727342063	p1079
msmarco_passage_22_790448187	p1080
msmarco_passage_62_584527523	p1081
msmarco_passage_10_336580078	p1082
msmarco_passage_65_269456897	p1083
msmarco_passage_00_576046987	p1084
msmarco_passage_23_581598496	p1085
msmarco_passage_67_528349081	p1086
msmarco_passage_33_520219070	p1087
msmarco_passage_44_84671679	p1088
msmarco_passage_20_678619560	p1089
msmarco_passage_40_714258244	p1090
msmarco_passage_59_355313961	p1091
msmarco_passage_00_155825582	p1092
msmarco_passage_17_541298111	p1093
msmarco_passage_29_93639934	p1094
msmarco_passage_59_846038636	p1095
msmarco_passage_10_155500830	p1096
msmarco_passage_60_565821507	p1097
msmarco_passage_18_714677757	p1098
msmarco_passage_04_747126272	p1099
msmarco_passage_29_289163296	p1100
msmarco_passage_18_53991067	p1101
msmarco_passage_38_738051437	p1102
msmarco_passage_34_59622016	p1103
msmarco_passage_00_694876989	p1104
msmarco_passage_37_271093562	p1105
msmarco_passage_38_287873320	p1106
msmarco_passage_48_363499088	p1107
msmarco_passage_63_76968832	p1108
msmarco_passage_20_251128642	p1109
msmarco_passage_34_724176186	p1110
msmarco_passage_54_277906580	p1111
msmarco_passage_61_580980881	p1112
msmarco_passage_02_370449117	p1113
msmarco_passage_33_106715794	p1114
msmarco_passage_57_348474178	p1115
msmarco_passage_08_365262164	p1116
msmarco_passage_02_218970293	p1117
msmarco_passage_04_448469976	p1118
msmarco_passage_29_280345273	p1119
msmarco_passage_23_524630108	p1120
msmarco_passage_10_278544511	p1121
msmarco_passage_67_715409841	p1122
msmarco_passage_64_735796017	p1123
msmarco_passage_20_592486678	p1124
msmarco_passage_11_647443426	p1125
msmarco_passage_15_524602116	p1126
msmarco_passage_66_509587685	p1127
msmarco_passage_42_366835541	p1128
msmarco_passage_36_164304528	p1129
msmarco_passage_51_163694536	p1130
msmarco_passage_58_18354598	p1131
msmarco_passage_21_114160758	p1132
msmarco_passage_04_609589704	p1133
msmarco_passage_22_122364501	p1134
msmarco_passage_61_26685260	p1135
msmarco_passage_31_570289514	p1136
msmarco_passage_62_78730407	p1137
msmarco_passage_24_857412784	p1138
msmarco_passage_28_613919572	p1139
msmarco_passage_61_651405951	p1140
msmarco_passage_56_80005206	p1141
msmarco_passage_10_15362812	p1142
msmarco_passage_13_741733962	p1143
msmarco_passage_00_10160541	p1144
msmarco_passage_12_545664499	p1145
msmarco_passage_06_410015447	p1146
msmarco_passage_46_550046525	p1147
msmarco_passage_20_128217896	p1148
msmarco_passage_62_584625387	p1149
msmarco_passage_32_563537875	p1150
msmarco_passage_47_159578644	p1151
msmarco_passage_59_491877735	p1152
msmarco_passage_12_546149779	p1153
msmarco_passage_06_230507144	p1154
msmarco_passage_15_707445690	p1155
msmarco_passage_02_778091684	p1156
msmarco_passage_36_384926811	p1157
msmarco_passage_32_172391065	p1158
msmarco_passage_45_15115436	p1159
msmarco_passage_58_855770512	p1160
msmarco_passage_19_139331806	p1161
msmarco_passage_27_389927429	p1162
msmarco_passage_59_493066871	p1163
msmarco_passage_24_604338337	p1164
msmarco_passage_17_430717821	p1165
msmarco_passage_08_342139556	p1166
msmarco_passage_06_163484925	p1167
msmarco_passage_61_503516090	p1168
msmarco_passage_04_378104877	p1169
msmarco_passage_51_247158482	p1170
msmarco_passage_41_349911593	p1171
msmarco_passage_37_675305301	p1172
msmarco_passage_13_751701402	p1173
msmarco_passage_22_145989268	p1174
msmarco_passage_14_731724035	p1175
msmarco_passage_04_626782642	p1176
msmarco_passage_55_9914972	p1177
msmarco_passage_19_294703043	p1178
msmarco_passage_37_200270462	p1179
msmarco_passage_11_427523202	p1180
msmarco_passage_68_37866342	p1181
msmarco_passage_61_480674764	p1182
msmarco_passage_47_41838054	p1183
msmarco_passage_47_590197727	p1184
msmarco_passage_16_405258873	p1185
msmarco_passage_15_768381101	p1186
msmarco_passage_32_603880566	p1187
msmarco_passage_24_741712533	p1188
msmarco_passage_29_484992363	p1189
msmarco_passage_69_110983235	p1190
msmarco_passage_56_251045034	p1191
msmarco_passage_56_856949750	p1192
msmarco_passage_56_794650945	p1193
msmarco_passage_04_392729274	p1194
msmarco_passage_20_336209087	p1195
msmarco_passage_11_114790656	p1196
msmarco_passage_22_158553322	p1197
msmarco_passage_37_426724369	p1198
msmarco_passage_44_506927416	p1199
msmarco_passage_18_472517133	p1200
msmarco_passage_53_667713130	p1201
msmarco_passage_26_872168752	p1202
msmarco_passage_18_79076607	p1203
msmarco_passage_57_13796037	p1204
msmarco_passage_29_741165038	p1205
msmarco_passage_04_362797126	p1206
msmarco_passage_50_827420936	p1207
msmarco_passage_10_589741548	p1208
msmarco_passage_64_33300976	p1209
msmarco_passage_28_618190810	p1210
msmarco_passage_58_373954730	p1211
msmarco_passage_08_595750716	p1212
msmarco_passage_37_183971272	p1213
msmarco_passage_08_781402571	p1214
msmarco_passage_52_762946353	p1215
msmarco_passage_15_671751687	p1216
msmarco_passage_04_843441075	p1217
msmarco_passage_35_605592517	p1218
msmarco_passage_30_757703797	p1219
msmarco_passage_39_686078334	p1220
msmarco_passage_51_45416927	p1221
msmarco_passage_62_109175592	p1222
msmarco_passage_60_473553426	p1223
msmarco_passage_54_770061596	p1224
msmarco_passage_46_85943484	p1225
msmarco_passage_42_261445135	p1226
msmarco_passage_08_342180800	p1227
msmarco_passage_25_833244274	p1228
msmarco_passage_52_799725096	p1229
msmarco_passage_10_723178793	p1230
msmarco_passage_42_91134076	p1231
msmarco_passage_09_374705959	p1232
msmarco_passage_06_110048395	p1233
msmarco_passage_05_321080442	p1234
msmarco_passage_20_718327773	p1235
msmarco_passage_25_618543793	p1236
msmarco_passage_20_418602602	p1237
msmarco_passage_34_724181561	p1238
msmarco_passage_06_289758632	p1239
msmarco_passage_65_375018535	p1240
msmarco_passage_22_661159777	p1241
msmarco_passage_15_525930090	p1242
msmarco_passage_25_618544691	p1243
msmarco_passage_29_279266070	p1244
msmarco_passage_57_343094752	p1245
msmarco_passage_66_645405280	p1246
msmarco_passage_50_641484488	p1247
msmarco_passage_07_688496575	p1248
msmarco_passage_42_819343435	p1249
msmarco_passage_30_512397247	p1250
msmarco_passage_50_554406608	p1251
msmarco_passage_10_576730203	p1252
msmarco_passage_28_824949217	p1253
msmarco_passage_13_845556778	p1254
msmarco_passage_27_46696839	p1255
msmarco_passage_17_170204324	p1256
msmarco_passage_22_310320511	p1257
msmarco_passage_44_128754922	p1258
msmarco_passage_66_53370983	p1259
msmarco_passage_42_91410768	p1260
msmarco_passage_07_33868304	p1261
msmarco_passage_34_702790782	p1262
msmarco_passage_60_558794784	p1263
msmarco_passage_28_791073875	p1264
msmarco_passage_63_86340929	p1265
msmarco_passage_44_26513655	p1266
msmarco_passage_39_813675170	p1267
msmarco_passage_16_810563195	p1268
msmarco_passage_26_797645641	p1269
msmarco_passage_00_662989674	p1270
msmarco_passage_56_58547641	p1271
msmarco_passage_21_224405725	p1272
msmarco_passage_23_163121718	p1273
msmarco_passage_04_143825608	p1274
msmarco_passage_19_199506498	p1275
msmarco_passage_39_666699128	p1276
msmarco_passage_09_747279558	p1277
msmarco_passage_02_122415105	p1278
msmarco_passage_13_568163619	p1279
msmarco_passage_21_729021326	p1280
msmarco_passage_49_828489388	p1281
msmarco_passage_56_856792601	p1282
msmarco_passage_03_89483734	p1283
msmarco_passage_67_339076729	p1284
msmarco_passage_08_76700953	p1285
msmarco_passage_34_127627411	p1286
msmarco_passage_43_192165660	p1287
msmarco_passage_00_238844457	p1288
msmarco_passage_23_753110360	p1289
msmarco_passage_36_862918024	p1290
msmarco_passage_34_146838782	p1291
msmarco_passage_54_281075869	p1292
msmarco_passage_54_256975919	p1293
msmarco_passage_50_230712457	p1294
msmarco_passage_12_235708645	p1295
msmarco_passage_01_864284512	p1296
msmarco_passage_26_698031159	p1297
msmarco_passage_56_850290986	p1298
msmarco_passage_08_249514774	p1299
msmarco_passage_21_368627618	p1300
msmarco_passage_41_295203230	p1301
msmarco_passage_09_489547178	p1302
msmarco_passage_04_25898975	p1303
msmarco_passage_20_361236953	p1304
msmarco_passage_65_296058987	p1305
msmarco_passage_54_669416134	p1306
msmarco_passage_49_639414901	p1307
msmarco_passage_26_576393410	p1308
msmarco_passage_08_785636656	p1309
msmarco_passage_22_203217555	p1310
msmarco_passage_47_708061266	p1311
msmarco_passage_27_778216888	p1312
msmarco_passage_38_61447187	p1313
msmarco_passage_30_154560561	p1314
msmarco_passage_55_290397452	p1315
msmarco_passage_62_94707017	p1316
msmarco_passage_21_421507894	p1317
msmarco_passage_29_409122325	p1318
msmarco_passage_61_503506934	p1319
msmarco_passage_40_439662478	p1320
msmarco_passage_26_546200149	p1321
